Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2021 lo obtiene por:,Agregue aquí su sugerencia
6/4/2021 13:04:59,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"El sistema mis tramites no es eficiente, tardan mucho en responder, no está completa la información de los requisitos de cada trámite, algunos tramites iniciados han desaparecido, y no es posible rastrearlos y no hay posibilidad de comunicación con el personal para solucionar inconvenientes, por ej. catastro."
6/4/2021 13:08:00,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,DEBERIAN AGREGAR MAS OPCIONES DE  TRAMITES 
6/4/2021 13:20:38,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,"Mientras funciona, esta bien. Pero se desconecta el sistema muy seguido"
6/4/2021 13:35:33,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
6/4/2021 13:42:01,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,ES UN DESASASTRE LA FALTA DE RESOLUCION DE PROBLEMAS! COMO PUEDE SER QUE SE HAN ABIERTO EXPTES ELECTRONICOS POR BAJA DE VEHICULOS Y NO OBTENEMOS RESPUESTAS!
6/4/2021 13:44:19,SI,SI,SI,Nada satisfactoria,Buena,Recepción por correo electrónico,
6/4/2021 13:57:23,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/4/2021 14:20:21,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
6/4/2021 14:34:05,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
6/4/2021 15:04:31,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/4/2021 15:10:08,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,"EL PORCENTAJE DEL SELLADO DE 0,5 A 1,5% ENCARECE MUCHO. POR QUÉ NO PASA AL 1%?"
6/4/2021 15:32:51,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"YA LO PUSE ENTERIORMENTE, EL PORTAL Y SUS APLICATIVOS, DEBEN SER DE ACCESO PARA TODA LA COMUNIDAD, NO UNICAMENTE PARA QUIEN ESTE REGISTRADO COMO SUJETO PASIBLE DE IIBB. A MI ME HA RE PERJUDICADO POR UN ERROR QUE COMETIO MI CONTADORA QUE ME DIO DE BAJA DEL IMPUESTO, Y AHORA NO PUEDO USAR LO HABITUAL EN MI PROFESION"
6/4/2021 15:53:19,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/4/2021 16:23:46,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
6/4/2021 16:28:30,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"Demoran mucho en renovar el certificado de excusion, se pide agilidad gracias!"
6/4/2021 17:33:32,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Agilizar la carga de documentos y archivos.
6/4/2021 17:40:33,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/4/2021 17:57:32,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/4/2021 18:09:47,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
6/4/2021 20:00:41,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
6/4/2021 22:11:52,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
6/4/2021 22:42:26,NO,NO,NO,Satisfactoria,Buena,ESTOY EXIMIDO,
6/4/2021 23:17:13,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"La pagina es ágil, sencilla y clara. Me gusta"
7/4/2021 0:36:48,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,MAS SERVICIOS ON LINE
7/4/2021 0:49:08,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Satisfactoria
7/4/2021 8:41:37,SI,SI,SI,Poco satisfactoria,Buena,inscripto en convenio ,
7/4/2021 10:11:56,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
7/4/2021 13:54:57,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,"Los teléfonos de la Empresa no se atienden correctamente, porque los empleados demoran hasta media hora para levantar el tubo. Es más hay casos que los operadores agendan el teléfono del contribuyente para luego llamarlo y eso no ocurre Esto es una falta de respeto y consideración al contribuyente.
La información telefónica debe ser ágil  y es vital para que los contribuyentes podamos cumplir con nuestras obligaciones  y además para ayudar con la Páginas de la Web de vuestra empresa .
Las personas mayores lamentablemente no pueden solucionar sus inconvenientes mediante una pagina web , porque no la entienden, son muy complicada y nuestro viejos jamas manejaron una PC
Deberían existir otras alterativas para poder solucionar este tipo de inconvenientes
Saludos Cordiales Carlos"
7/4/2021 13:59:06,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
7/4/2021 14:58:20,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
7/4/2021 16:11:34,SI,SI,SI,Poco satisfactoria,Regular,Entrega en su domicilio real,
7/4/2021 16:18:26,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
7/4/2021 16:20:48,NO,NO,NO,Satisfactoria,Regular,Recepción por correo electrónico,Me ha resultado sumamente difícil y con cuatro días de insistir porque no tenía idea cómo se hacía escaneando. Perdón pero soy de una generación no digital y la verdad es que espero ahora haberlo hecho correctamente. De todas formas hay que aprender para ajustarse a los tiempos de todos. 
7/4/2021 17:44:13,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
7/4/2021 18:11:18,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"Revisar página ya q no me dejar realizar el pago de patente por débito, arroja un error"
7/4/2021 18:13:19,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
7/4/2021 18:18:35,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
7/4/2021 18:34:49,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
7/4/2021 20:51:30,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,N
8/4/2021 8:11:54,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"Ua vez iniciado el trámite, por más que está la opción, no me permite adjuntar nada, no me lo toma, por lo que la info que me solicitaron, no la tomó y dieron por archivado el trámite.
Muchas Gracias"
8/4/2021 9:23:11,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
8/4/2021 9:31:07,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 10:00:45,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,CUANDO SE SOLICITAN BOLETOS PARA PAGAR TRAMITES SER MAS RAPIDOS
8/4/2021 10:02:18,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 10:02:37,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,muy practco el sistema ayuda a solucionar problemas
8/4/2021 10:06:37,NO,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"Pésimo el sistema  No hay un sólo teléfono de contacto, no hay ningún mecanismo de consulta respecto de cómo hacer algún trámite. Si no se tiene algún conocido dentro dentro de la repartición no se puede averiguar nada de nada. Absolutamente inconducente una encuesta que nadie va a leer y para nada va a servir ni nada va a mejorar...mientras tanto los contribuyentes seguimos abonando impuestos y tasas, ahorcados en medio de una pandemia y Ustedes ni se toman la cortesía de poner a disposición algún teléfono de contacto. Bravo!"
8/4/2021 10:22:15,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,la realización de los tramites con mas rapidez
8/4/2021 10:22:23,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
8/4/2021 10:23:10,SI,NO,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
8/4/2021 10:34:42,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
8/4/2021 10:37:12,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,"en el tema  """"sellado de contratos"" no es clara la informacion que te brindan los agentes, ya que si bien se hace a través del aplicativo sellos, la parte de exencion me informaron por mail que se tiene que pedir a través de expediente electronico... 2 formas para algo que forma parte del mismo impuesto, es innecesario."
8/4/2021 10:51:42,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
8/4/2021 10:54:47,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,LA PAGINA SE CAE BASTANTE
8/4/2021 10:58:46,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,que sea mas facil para entrar en el cellado
8/4/2021 11:18:38,SI,NO,SI,Satisfactoria,Buena,Recepción por correo electrónico,Gracias
8/4/2021 11:21:50,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
8/4/2021 11:34:55,NO,SI,NO,Nada satisfactoria,Regular,Recepción por correo electrónico,EN EL TRAMITE Q ESTOY REALIZANDO ME DICEN Q LO TENGO Q ACE USANDO UNA OPCION QUE NO EXISTE EN MI OFICINA VIRTUAL “Compensación o Devolución Impuesto Automotor 2021” 
8/4/2021 11:41:51,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"Deberían unificar el trámite de sellado, o eliminar el aplicativo ""Sellos WEB"", que no tiene utilidad adicional alguna si se puede iniciar un expediente para solicitar un sellado"
8/4/2021 11:42:51,NO,NO,NO,Satisfactoria,Mala,Entrega en su domicilio real,Mi sugerencia es que todos los tramites deberían ser de mas fáciles de realizar y de forma mas intuitiva. Para aquellos que somos nuevos en ciertos temas es increíblemente difícil ubicarse en cuanto a requisitos a presentar considero que debería existir un numero único como un código de barras o QR para guardar toda la información con clave y DNI como un banco sin necesidad de enviar fotos o archivos adjuntos esperando
8/4/2021 12:07:16,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,Mayor detalle en los manuales sumado a un servicio de whatsapp de consulta rapida
8/4/2021 12:08:54,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,se demoran mucho en respodner los tramites online y no son efectivos
8/4/2021 12:36:50,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,las presentaciones digitales no están muy claras y observación tendríamos que exponer todo el problema 
8/4/2021 13:02:05,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 13:12:26,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,
8/4/2021 13:18:50,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
8/4/2021 13:44:37,SI,NO,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,CAMBIENNNN MI CORREO POR FAVOR..YA LO INFORME  EN TIEMPO Y FORMA INICIE EXPTE
8/4/2021 13:44:47,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
8/4/2021 13:45:25,NO,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,
8/4/2021 14:06:17,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
8/4/2021 14:26:58,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 14:28:57,SI,NO,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"Hace mas de dos meses que la aplicacion no funciona para realizar pago o realizar consulta alguna, me he atrasado en el pago de las cuotas del plan a causa de este inconveniente.
SOLUCION URGENTE, ME GENERA INTERESES EL PAGO FUERA DE TERMINO Y NO ES UN PROBLEMA DEL USUARIO.

SALUDOS OSCAR"
8/4/2021 14:58:33,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 15:43:09,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 15:44:00,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,SERIA MUY BUENO PODER DESCARGAR BOLETO DE DEUDA DE PERIODOS ANTERIORES AL VIGENTE
8/4/2021 16:13:00,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 16:28:06,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 17:48:19,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,El aplicativo TAJUS posee algunas incongruencias que sería necesario eliminar a fin de agilizar su funcionamiento  y el aplicativo BENEFICIO DE LITIGAR SIN GASTOS al día de hoy no funciona
8/4/2021 18:08:43,SI,SI,SI,Nada satisfactoria,Muy Buena,NUNCA LA RECIBO DEBO BUSCARLA YO MISMO,MEJORAR LOS TIEMPOS DE RESOLUCION Y HACER MAS PRACTICA LA COMUNICACION CON EL GESTOR DE SOLUCIONES
8/4/2021 18:21:00,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 19:06:56,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,a los que estamos fuera de la provincia el 0800 tardaron 4 dias en atenderme mejorar eso
8/4/2021 19:30:28,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"ME PARECE QUE LA SOLICITUD DE SELLADO WEB  NO ESTÁ MUY CLARA. ES UN POCO AMBIGUA. FALTA MAS INFORMACIÓN PARA QUE SEA MÁS FÁCIL PARA ENTENDER Y HACER LA GESTIÓN SIN TANTAS DUDAS. DE TODOS MODOS, LOS TUTORIALES, DESCARGA DE BOLETOS Y DEMÁS LOS VEO MUY BIEN. BASTANTE FÁCIL Y ACCESIBLE."
8/4/2021 19:57:52,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 20:47:52,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
8/4/2021 21:30:11,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 22:23:59,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
8/4/2021 22:38:54,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,A MI ME OBSERVAN EL TRAMITE DE SELLADO PERO NOSE EL MOTIVO
9/4/2021 2:17:19,NO,NO,NO,Satisfactoria,Buena,Recepción por correo electrónico,no soy muy preparada para esto pero estoy ayudando a personas mayores que se le hace imposible ojala haya hecho lo correcto 
9/4/2021 8:50:58,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"Tasa de justicia, el trámite Eterno!"
9/4/2021 8:54:29,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,No me quedó claro como van a responder mi reclamo  ni en que plazo.
9/4/2021 9:19:49,NO,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,LA ATENCION EN EL 148 MUY BUENA.PERO LA PAGINA MUY COMPLICADA
9/4/2021 10:16:25,SI,SI,SI,Muy satisfactoria,Muy Buena,No descargo este boleto,
9/4/2021 10:18:40,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/4/2021 10:39:31,SI,SI,SI,Nada satisfactoria,Buena,Bolsa de comercio,No logran resolver el inconveniente que tiene en el sistema
9/4/2021 10:40:42,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/4/2021 10:41:22,SI,SI,SI,Nada satisfactoria,Buena,home banking,"no me dan la solucion a mi problema, me dicen que corresponde a otra àrea perso el sistema no m e permite gestionarlo, telefonicamente te dejan horas y no te atienden. A cabo de iniciar otro expediente para ver si me lo deriban al àrea correspondiente o me lo soluciones desde allì, espero tener suerte, gracias.-"
9/4/2021 10:45:30,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,Mande varios Expedientes por devolución de pago anual de vehículo y cambio de domicilio pasan los meses y no hay repuesta solo proceso.
9/4/2021 10:45:34,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,Mande varios Expedientes por devolución de pago anual de vehículo y cambio de domicilio pasan los meses y no hay repuesta solo proceso.
9/4/2021 10:51:15,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"LA ATENCION DE ATM ES PAUPERRIMA, POR SER EDUCADO USO ESA PALABRA, PERO DEBERIA SER TAL CUAL SON LOS QUE EN TEORIA DEBERIAN ATENDER POR TELEFONO Y TE DENIGRAN, AL IGUAL, LOS QUE NO TE CONTESTAN LOS MAILS, DADO QUE EL "" SISTEMA "" DE ATM NO FUNCIONA BIEN"
9/4/2021 11:12:30,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
9/4/2021 11:44:51,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"Algunos trámites han finalizado satisfactoriamente, pero actualmente presenté un caso el 18/03/2021, cuit 20221856903, y no he recibido respuesta alguna. Gracias."
9/4/2021 11:48:55,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
9/4/2021 11:49:44,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/4/2021 12:26:09,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/4/2021 12:27:39,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
9/4/2021 13:00:44,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
9/4/2021 13:02:49,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
9/4/2021 13:30:49,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Un expte que inicié fue resuelto en tiempo y forma, pero otro expte lo inicié en octubre del año pasado, me pedía adjuntar documentación y no se podía lo que tuve que iniciar otro expte y acumularlo al anterior, pero hasta el momento no he tenido ninguna respuesta"
9/4/2021 13:45:28,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,ATENCION MALA
9/4/2021 13:51:05,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
9/4/2021 14:22:08,NO,NO,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
9/4/2021 16:19:53,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"la pagina es muy engorrosa, los invito a visitar la pagina de la provincia de Córdoba. tiene que ser una pagina intuitiva, practica, con diferentes medios de pago... por ejemplo, necesito sacar las boletas adeudadas y NO lo puedo hacer.!!, la otra semana pague de manera electrónica el impuesto 2021 y todavía me cobra interés..!! son cosas inexplicables.. los datos de contactos indican que se puede llamar de L a V hasta las 19 hs y cuando llamó me dice que trabajan hasta las 14 hs... ?!?! la pagina esta desactualizada. es una vergüenza, hace ya un año de pandemia, donde los medios digitales nos han facilitado los tramites, y resulta que pagarle a la provincia es tan difícil y solo nos exponen a realizar tramites en las oficinas presenciales... ?!? naaa... pónganse las pilas... y mejoren la pagina"
9/4/2021 16:55:15,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
9/4/2021 16:57:22,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,El tramite de sellado debe ser mas sencillo
9/4/2021 17:17:59,SI,NO,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,
9/4/2021 18:30:09,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
9/4/2021 18:40:25,NO,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,
9/4/2021 18:44:18,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
9/4/2021 18:58:03,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/4/2021 22:33:03,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
9/4/2021 22:42:13,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Sin sugerencias
9/4/2021 23:52:03,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,
10/4/2021 11:12:45,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
