ID,Edad,Experiencia,Ingresos,Codigo Postal,Familiares,Promedio Gastos,Educacion,Hipotecas,Prestamos,Activos Financieros,Online,Tarjeta
1328,61,35,300000,94720,2,0.20,Profesional,0,No,No,Si,No
1329,60,36,1450000,95616,4,6.90,No graduado,380,Si,No,No,Si
1330,28,4,320000,90095,3,1.00,Graduado,0,No,No,No,No
1331,34,9,640000,92346,2,0.10,No graduado,224,No,No,Si,Si
1332,31,7,840000,92692,1,0.10,No graduado,0,No,No,Si,No
1333,31,5,210000,94309,1,0.40,Graduado,0,No,No,Si,No
1334,62,38,990000,95014,4,1.70,Graduado,0,No,No,Si,No
1335,47,22,350000,94304,2,1.30,No graduado,0,No,No,Si,No
1336,50,24,1800000,94539,1,1.70,No graduado,0,No,No,Si,Si
1337,36,12,420000,93555,1,1.33,No graduado,0,No,No,Si,No
1338,26,0,1790000,92028,4,2.10,Graduado,0,Si,No,No,No
1339,51,27,420000,90245,4,0.10,Profesional,0,No,No,No,No
1340,52,25,1800000,94545,2,9.00,Graduado,297,Si,No,Si,No
1341,35,11,820000,94131,4,3.40,No graduado,0,No,No,No,No
1342,42,16,550000,91355,2,0.70,No graduado,149,No,No,No,No
1343,36,12,790000,90041,2,2.20,No graduado,0,No,No,Si,No
1344,41,17,480000,92831,2,0.60,Profesional,215,No,No,No,Si
1345,49,25,930000,93117,1,2.70,No graduado,0,No,Si,Si,No
1346,57,32,230000,92126,2,0.20,Profesional,0,No,No,No,No
1347,44,20,500000,95670,3,2.33,No graduado,200,No,No,No,No
1348,60,34,850000,91367,2,2.00,No graduado,0,No,No,Si,No
1349,38,14,350000,95051,1,1.50,Graduado,97,No,No,Si,No
1350,26,2,1710000,93943,3,6.00,Graduado,0,Si,No,Si,No
1351,29,2,290000,90266,4,1.50,Graduado,0,No,No,No,Si
1352,59,35,840000,94588,1,1.80,Profesional,0,No,No,Si,Si
1353,51,27,200000,90401,4,0.50,Graduado,0,No,No,Si,No
1354,50,25,140000,94124,1,0.40,Profesional,0,No,No,Si,Si
1355,35,10,1790000,91942,1,8.60,No graduado,357,No,No,No,No
1356,61,37,480000,91910,1,0.80,No graduado,158,No,No,Si,No
1357,42,16,740000,90066,1,2.80,No graduado,0,No,No,Si,No
1358,55,29,530000,95134,1,1.40,No graduado,0,No,No,No,No
1359,50,25,830000,92007,1,2.80,Graduado,0,No,No,Si,Si
1360,64,40,1710000,90034,2,2.10,No graduado,433,No,No,No,No
1361,54,28,850000,92028,4,4.90,No graduado,0,No,No,Si,No
1362,50,26,380000,95039,4,0.90,Graduado,0,No,No,Si,No
1363,31,5,850000,92130,3,1.60,No graduado,157,No,No,Si,Si
1364,32,8,790000,92115,1,0.10,No graduado,0,No,No,No,No
1365,44,19,690000,92129,4,0.40,No graduado,0,No,No,No,No
1366,60,35,430000,94720,3,0.90,Profesional,0,No,No,Si,Si
1367,60,34,330000,91107,2,0.30,No graduado,101,No,No,Si,No
1368,62,38,420000,95747,3,0.10,Profesional,149,No,No,No,Si
1369,46,21,400000,94025,4,1.90,Profesional,122,No,No,Si,No
1370,57,33,430000,91902,1,1.80,Profesional,0,No,No,No,No
1371,30,5,200000,94545,4,0.50,Profesional,117,No,No,No,No
1372,58,32,650000,95621,3,2.50,No graduado,222,No,No,Si,No
1373,39,13,1390000,95616,3,3.40,No graduado,483,Si,No,Si,No
1374,60,35,1350000,92612,3,0.30,Profesional,0,Si,No,Si,No
1375,59,34,840000,94043,3,1.60,Profesional,0,No,No,Si,No
1376,50,26,1790000,92612,1,2.90,Profesional,0,Si,No,No,Si
1377,63,39,450000,92870,4,1.30,Graduado,86,No,No,No,No
1378,27,3,1090000,93023,2,2.50,No graduado,0,No,No,Si,No
1379,54,29,340000,93305,4,0.10,Profesional,0,No,No,Si,No
1380,62,37,1620000,95051,1,1.30,No graduado,0,No,No,Si,No
1381,60,34,1050000,92103,2,1.40,No graduado,0,No,No,Si,No
1382,38,12,220000,91380,3,0.20,Graduado,0,No,No,Si,No
1383,34,8,820000,91775,2,1.80,No graduado,178,No,No,Si,Si
1384,65,41,1050000,95616,4,1.70,Graduado,230,No,Si,Si,No
1385,55,31,620000,91711,1,1.80,Profesional,0,No,No,Si,No
1386,57,31,820000,95032,2,2.00,No graduado,83,No,No,No,Si
1387,27,3,720000,95616,4,0.00,No graduado,0,No,No,Si,No
1388,35,10,380000,95762,4,1.70,No graduado,0,No,No,Si,Si
1389,52,28,250000,90212,4,1.00,No graduado,0,No,No,No,No
1390,45,15,200000,94107,1,0.75,Profesional,0,No,No,Si,No
1391,29,3,800000,94305,4,1.80,Graduado,0,No,No,Si,Si
1392,44,18,840000,91330,3,1.10,No graduado,0,No,No,No,No
1393,47,23,330000,90095,1,1.00,No graduado,0,No,No,Si,Si
1394,62,37,550000,95039,3,0.90,Profesional,0,No,No,Si,No
1395,52,27,330000,90095,2,0.70,Graduado,0,No,No,No,Si
1396,47,23,1900000,92831,4,0.30,Profesional,305,Si,No,No,No
1397,42,18,430000,91107,1,0.30,Profesional,158,No,No,No,No
1398,65,41,450000,95521,3,0.10,Profesional,0,No,No,Si,No
1399,42,18,1410000,93407,1,3.50,No graduado,0,No,No,No,No
1400,40,16,690000,92009,4,2.40,No graduado,0,No,No,Si,No
1401,32,8,780000,90401,4,0.10,Graduado,0,No,No,Si,No
1402,40,15,840000,94521,1,3.70,Profesional,0,No,No,Si,No
1403,55,29,1720000,95064,1,5.20,Graduado,0,Si,No,No,No
1404,32,6,510000,93109,4,0.20,No graduado,154,No,Si,No,Si
1405,58,28,750000,92121,1,1.40,Profesional,0,No,No,Si,No
1406,46,22,1830000,91605,1,3.10,Graduado,0,Si,No,Si,Si
1407,53,23,200000,92123,4,0.40,Profesional,0,No,No,Si,Si
1408,63,39,1010000,94306,2,3.90,Profesional,294,Si,No,Si,No
1409,40,14,1290000,90089,1,5.90,Profesional,0,Si,No,Si,No
1410,41,17,630000,90745,2,3.20,No graduado,0,No,No,No,No
1411,60,35,440000,92126,4,2.10,No graduado,0,No,No,No,No
1412,65,39,1840000,91302,1,5.40,Profesional,176,Si,No,Si,Si
1413,59,33,1000000,95064,2,2.00,No graduado,127,No,No,No,No
1414,48,24,120000,90058,3,0.40,No graduado,0,No,No,No,No
1415,59,33,680000,94105,2,2.30,Profesional,128,No,Si,Si,No
1416,33,8,480000,94019,1,1.00,No graduado,212,No,No,Si,No
1417,40,15,820000,93101,2,0.40,No graduado,0,No,No,No,No
1418,42,18,520000,94061,2,2.50,No graduado,0,No,No,No,No
1419,65,41,1540000,92008,2,4.60,Graduado,0,Si,Si,Si,Si
1420,30,4,390000,91105,1,1.50,No graduado,0,No,No,No,Si
1421,30,4,400000,91605,1,0.30,No graduado,0,No,No,Si,Si
1422,42,17,540000,94720,4,1.90,Profesional,164,No,No,No,No
1423,32,8,320000,94143,2,1.00,Graduado,103,No,No,Si,Si
1424,55,30,640000,90250,2,2.30,Profesional,0,No,No,No,No
1425,29,3,920000,94539,2,1.30,No graduado,287,No,No,Si,No
1426,64,38,400000,91330,1,2.50,Profesional,94,No,No,Si,Si
1427,37,11,600000,96651,3,0.50,Profesional,0,No,No,Si,No
1428,31,5,850000,95828,2,1.30,No graduado,119,No,No,Si,Si
1429,25,-1,210000,94583,4,0.40,No graduado,90,No,No,Si,No
1430,31,5,350000,95064,1,0.60,Profesional,171,No,No,No,No
1431,32,7,520000,92660,2,0.10,No graduado,0,No,No,Si,No
1432,58,34,1280000,90058,1,7.40,No graduado,0,No,No,No,No
1433,26,2,1950000,90245,1,6.33,No graduado,0,No,No,No,No
1434,51,25,680000,92647,2,1.50,Graduado,117,No,No,No,Si
1435,65,41,550000,93106,2,1.10,No graduado,0,No,No,No,No
1436,43,17,550000,90266,1,0.20,No graduado,0,No,No,Si,No
1437,46,21,800000,95054,4,0.40,No graduado,0,No,No,Si,Si
1438,28,3,1230000,92007,1,0.80,No graduado,146,No,No,No,No
1439,63,37,900000,94105,4,1.90,Graduado,106,No,Si,Si,No
1440,59,29,610000,94025,1,1.40,Profesional,0,No,No,No,No
1441,42,15,410000,94610,3,2.50,Graduado,0,No,No,Si,No
1442,58,33,430000,94720,2,1.60,Profesional,0,No,No,Si,No
1443,39,13,710000,95822,3,0.10,No graduado,162,No,Si,Si,No
1444,36,12,250000,95051,4,1.00,No graduado,0,No,No,Si,No
1445,60,33,1540000,90740,1,3.00,Graduado,0,Si,Si,Si,No
1446,47,21,1410000,90095,1,2.40,No graduado,0,No,No,No,No
1447,29,4,220000,92661,2,0.90,Profesional,110,No,No,No,No
1448,52,28,1450000,94131,2,6.80,No graduado,0,No,No,Si,No
1449,41,16,490000,92122,3,0.50,Profesional,0,No,No,Si,No
1450,63,37,1090000,90740,1,2.00,No graduado,0,No,No,Si,No
1451,59,34,800000,90086,3,0.50,No graduado,0,No,No,Si,Si
1452,44,20,820000,94555,4,1.40,Graduado,201,No,No,Si,Si
1453,54,28,520000,94102,4,2.50,No graduado,0,No,No,Si,No
1454,29,5,850000,90232,3,2.50,No graduado,0,No,No,Si,Si
1455,51,25,1480000,90024,1,1.00,No graduado,0,No,No,No,No
1456,63,39,1600000,91330,2,2.10,No graduado,0,No,No,No,Si
1457,36,11,390000,90095,4,1.70,No graduado,0,No,No,Si,No
1458,42,16,250000,94304,2,0.80,Profesional,0,No,No,No,Si
1459,51,25,330000,93033,1,1.40,Profesional,0,No,No,Si,Si
1460,47,20,380000,92115,3,2.50,Graduado,0,No,No,No,No
1461,40,16,850000,92677,4,0.20,Profesional,0,No,No,Si,Si
1462,54,28,480000,93022,1,0.20,No graduado,0,No,No,Si,No
1463,47,21,150000,95207,4,0.60,Profesional,77,No,No,Si,No
1464,35,10,940000,91343,1,0.00,No graduado,174,No,No,Si,No
1465,28,4,1200000,92333,2,0.60,No graduado,0,No,No,Si,No
1466,45,19,600000,91911,1,0.70,Profesional,159,No,No,Si,No
1467,33,9,1450000,94303,2,4.33,No graduado,277,No,No,No,Si
1468,62,36,290000,91107,2,0.70,Profesional,0,No,No,No,No
1469,45,18,780000,92129,3,2.67,Graduado,0,No,No,Si,No
1470,59,35,590000,90005,4,1.20,Graduado,0,No,No,Si,No
1471,58,28,800000,91116,2,4.50,Profesional,0,No,No,No,Si
1472,52,26,1800000,94305,1,1.00,No graduado,0,No,No,Si,Si
1473,34,8,80000,94710,3,0.10,Graduado,83,No,No,Si,No
1474,65,35,230000,91711,1,1.50,Profesional,0,No,No,Si,No
1475,48,23,790000,92124,2,3.80,Profesional,0,No,No,Si,No
1476,44,19,780000,92064,2,3.80,Profesional,268,No,No,No,No
1477,61,37,640000,92028,1,0.00,Graduado,0,No,No,No,Si
1478,40,14,640000,91320,4,0.20,Profesional,0,No,No,Si,Si
1479,65,39,1600000,94803,4,3.80,No graduado,237,Si,No,Si,No
1480,28,4,430000,91304,1,1.00,Profesional,102,No,No,No,No
1481,67,42,320000,93943,1,1.10,Profesional,0,No,No,No,Si
1482,35,9,1790000,91125,2,0.00,No graduado,76,No,Si,Si,No
1483,60,35,80000,94143,1,0.10,No graduado,0,No,No,Si,No
1484,58,32,630000,92717,1,1.60,No graduado,0,No,Si,Si,No
1485,55,30,400000,94126,2,2.30,Profesional,0,No,Si,Si,No
1486,34,9,990000,90245,4,2.20,Graduado,155,No,No,Si,No
1487,35,9,1410000,93022,2,4.50,Graduado,0,Si,No,No,No
1488,28,4,1590000,93907,1,1.50,No graduado,0,No,No,Si,Si
1489,38,12,390000,95825,2,0.30,No graduado,174,No,No,Si,No
1490,62,38,990000,91604,4,1.70,Graduado,0,No,No,No,No
1491,30,4,180000,95020,4,0.30,Graduado,0,No,No,Si,Si
1492,38,12,380000,94553,2,0.30,No graduado,0,No,No,Si,Si
1493,33,8,1330000,90024,1,0.00,No graduado,0,No,No,Si,No
1494,58,34,840000,91380,2,2.80,No graduado,0,No,No,Si,Si
1495,59,35,600000,90089,1,0.00,Graduado,0,No,No,Si,Si
1496,52,28,1780000,92647,3,5.40,Profesional,147,Si,No,Si,No
1497,36,12,180000,91330,1,0.50,Profesional,0,No,No,No,Si
1498,45,21,730000,95020,1,0.80,Profesional,0,No,No,Si,No
1499,49,23,1250000,94022,1,7.30,No graduado,0,No,No,No,No
1500,52,26,910000,92173,1,4.30,Graduado,0,Si,No,Si,Si
1501,54,28,740000,95014,2,1.10,No graduado,0,No,No,Si,No
1502,30,4,350000,92130,2,0.30,Graduado,0,No,Si,No,Si
1503,65,39,1130000,90036,1,2.00,No graduado,0,No,No,Si,Si
1504,34,8,520000,94720,4,2.20,Graduado,0,No,No,No,No
1505,30,6,1910000,92028,2,4.40,Graduado,0,Si,No,Si,No
1506,51,25,180000,92109,1,0.30,Profesional,93,No,No,No,Si
1507,52,27,250000,95138,2,0.00,No graduado,0,No,No,Si,Si
1508,43,18,500000,91006,4,1.90,Profesional,0,No,No,No,No
1509,35,10,750000,93940,4,0.70,Profesional,0,No,No,Si,Si
1510,56,26,920000,92647,2,4.50,Profesional,0,No,Si,No,Si
1511,57,32,330000,95747,2,2.00,Graduado,0,No,No,Si,No
1512,58,32,650000,90266,3,2.20,Profesional,0,No,No,No,No
1513,53,28,440000,91604,3,1.70,No graduado,0,No,No,No,No
1514,45,21,1830000,95211,2,1.40,No graduado,354,No,No,No,No
1515,44,20,1750000,96150,2,1.40,No graduado,0,No,No,Si,Si
1516,54,28,280000,94305,4,1.50,Profesional,0,No,No,Si,Si
1517,41,17,490000,92130,4,2.20,Graduado,0,No,No,No,No
1518,52,26,450000,92697,4,1.80,No graduado,0,No,No,Si,No
1519,43,17,640000,95053,4,3.00,Profesional,221,Si,No,Si,No
1520,63,38,220000,92115,3,0.10,Profesional,90,No,No,Si,No
1521,54,30,1200000,95039,1,7.40,No graduado,119,No,No,Si,Si
1522,33,8,1750000,92354,2,6.70,No graduado,102,No,No,Si,No
1523,25,-1,1010000,94720,4,2.30,Profesional,256,No,No,No,Si
1524,41,16,1040000,92037,1,1.00,Profesional,0,No,No,Si,No
1525,40,16,1550000,94002,4,0.10,Profesional,0,Si,No,Si,Si
1526,43,18,580000,95747,1,2.40,No graduado,0,No,No,No,No
1527,36,10,800000,94608,4,2.20,Graduado,0,No,No,Si,No
1528,57,33,450000,94117,1,1.80,Profesional,195,No,No,No,No
1529,34,9,1340000,94550,1,4.60,No graduado,164,No,Si,Si,No
1530,38,14,580000,91709,4,2.00,Profesional,153,No,Si,No,No
1531,47,21,200000,94066,1,0.20,No graduado,0,No,No,Si,Si
1532,39,13,250000,90304,4,1.50,Profesional,0,No,No,Si,No
1533,45,20,550000,94588,1,0.30,No graduado,0,No,No,Si,Si
1534,62,37,1550000,93943,1,1.30,No graduado,0,No,No,No,No
1535,59,34,300000,92084,1,1.30,No graduado,0,No,No,Si,Si
1536,61,37,390000,92096,4,0.40,No graduado,0,No,No,Si,Si
1537,36,12,730000,95617,4,2.00,Profesional,188,No,No,Si,No
1538,58,34,410000,94608,4,1.30,No graduado,0,No,No,Si,No
1539,55,30,340000,95820,4,0.10,Profesional,157,No,No,Si,No
1540,29,5,210000,90601,3,0.90,Profesional,119,No,No,No,No
1541,34,8,110000,91320,4,0.30,No graduado,0,No,Si,Si,Si
1542,61,35,1540000,92704,2,6.90,No graduado,0,No,No,No,No
1543,50,20,190000,92612,4,0.40,Profesional,0,No,No,No,No
1544,52,26,1010000,93407,2,2.40,Graduado,0,No,No,Si,No
1545,39,15,240000,92123,1,1.00,No graduado,116,No,No,Si,Si
1546,55,29,1310000,92675,2,2.70,No graduado,0,No,Si,No,No
1547,33,9,1050000,95136,1,4.00,No graduado,0,No,No,Si,No
1548,47,21,520000,94720,1,1.20,Graduado,194,No,No,No,No
1549,57,32,210000,92037,4,0.90,Graduado,113,No,Si,No,No
1550,57,31,450000,94305,3,1.40,No graduado,198,No,No,Si,No
1551,40,14,390000,93117,1,2.00,No graduado,0,No,No,Si,No
1552,50,25,1920000,94115,2,2.80,No graduado,238,No,No,No,Si
1553,29,5,1950000,94301,1,4.30,No graduado,0,No,No,No,No
1554,46,22,830000,95616,3,0.70,No graduado,0,No,No,No,No
1555,42,15,340000,91302,3,1.00,Graduado,0,No,Si,Si,No
1556,59,33,490000,93009,4,1.70,Graduado,104,No,No,Si,No
1557,31,1,600000,94143,4,4.00,Profesional,244,No,No,No,No
1558,51,25,410000,94939,4,1.80,No graduado,0,No,No,No,No
1559,35,10,720000,91320,3,2.30,No graduado,285,No,No,No,No
1560,59,35,1020000,92677,4,3.00,Graduado,115,Si,No,Si,No
1561,35,10,310000,95605,3,1.30,No graduado,0,No,No,No,No
1562,46,20,730000,93106,1,1.50,Graduado,128,No,No,Si,No
1563,34,9,890000,91763,1,0.00,No graduado,0,No,No,Si,No
1564,55,29,190000,92109,4,0.70,Profesional,121,No,Si,No,Si
1565,64,40,630000,94706,4,1.20,Graduado,0,No,No,Si,No
1566,34,9,1040000,95758,3,1.20,Profesional,0,No,No,Si,No
1567,61,35,400000,95064,1,0.80,Graduado,128,No,No,Si,No
1568,63,39,920000,94710,2,0.00,Profesional,0,No,No,Si,No
1569,59,33,720000,92350,2,0.70,Graduado,226,No,No,No,No
1570,51,27,440000,94305,3,1.90,Graduado,141,No,No,No,No
1571,41,16,1140000,94705,4,3.50,No graduado,0,Si,No,No,Si
1572,37,13,730000,95758,4,2.40,No graduado,0,No,No,No,No
1573,64,40,630000,91711,4,1.20,Graduado,0,No,Si,No,Si
1574,44,20,690000,92028,1,0.80,Profesional,184,No,No,Si,Si
1575,62,37,420000,92106,3,1.50,No graduado,0,No,No,Si,No
1576,50,26,880000,90037,1,2.70,No graduado,0,No,No,Si,No
1577,43,18,980000,92131,2,0.40,No graduado,0,No,No,Si,No
1578,34,8,650000,92093,1,3.00,No graduado,227,Si,No,Si,No
1579,38,13,120000,94143,2,0.30,Graduado,104,No,Si,Si,No
1580,29,5,1220000,94305,4,3.00,No graduado,0,Si,No,No,Si
1581,39,14,120000,92093,2,0.00,Profesional,0,No,No,No,No
1582,53,29,240000,94105,2,0.20,No graduado,0,No,No,No,Si
1583,43,19,1700000,92037,4,4.25,No graduado,318,Si,No,Si,Si
1584,61,36,1840000,92028,4,2.30,Graduado,342,Si,No,Si,Si
1585,46,20,250000,93401,4,0.60,Profesional,125,No,No,No,No
1586,57,31,1310000,90502,2,2.70,No graduado,0,No,No,No,No
1587,59,33,500000,94122,2,2.30,Profesional,0,No,No,No,Si
1588,52,28,210000,94035,2,0.40,No graduado,0,No,Si,Si,No
1589,29,3,550000,95616,3,1.10,Graduado,0,No,No,Si,No
1590,57,32,1240000,90049,1,0.20,Graduado,0,Si,No,Si,No
1591,49,23,580000,95819,4,2.60,No graduado,188,No,No,No,No
1592,39,13,720000,95817,2,2.80,No graduado,0,No,No,Si,No
1593,56,31,1920000,90089,1,7.00,Profesional,0,Si,No,Si,No
1594,63,38,830000,91320,3,1.80,Graduado,0,No,No,Si,No
1595,37,12,930000,90025,1,2.80,No graduado,0,No,Si,Si,No
1596,56,26,380000,94305,3,1.00,Profesional,110,No,Si,Si,No
1597,45,20,550000,92606,4,1.90,Profesional,164,No,Si,No,No
1598,66,41,110000,92325,3,0.10,Profesional,0,No,Si,No,Si
1599,40,15,850000,94550,2,0.40,No graduado,0,No,Si,No,No
1600,50,24,1240000,93305,1,4.90,No graduado,266,No,No,Si,No
1601,60,36,1290000,92028,2,6.00,No graduado,0,No,No,Si,No
1602,31,7,1800000,93407,1,4.30,No graduado,0,No,No,No,No
1603,40,14,740000,90245,4,1.40,Graduado,0,No,No,Si,No
1604,36,6,1380000,92152,1,7.00,Profesional,86,Si,No,Si,No
1605,55,29,1110000,90502,2,3.60,Profesional,0,Si,No,No,Si
1606,54,28,830000,93555,3,0.80,No graduado,0,No,No,Si,No
1607,35,10,330000,90266,4,1.70,No graduado,87,No,No,Si,No
1608,55,29,210000,92028,4,0.70,Profesional,0,No,No,No,No
1609,36,10,350000,94608,2,0.30,No graduado,98,No,No,Si,No
1610,66,41,1050000,93023,1,0.80,Profesional,0,No,Si,Si,Si
1611,38,14,1030000,94305,1,0.80,Graduado,0,No,No,No,Si
1612,58,32,750000,92096,2,2.30,Profesional,0,No,No,No,No
1613,41,17,330000,94550,1,0.70,No graduado,104,No,No,No,No
1614,60,34,520000,94305,4,1.70,Graduado,0,No,Si,Si,No
1615,47,23,890000,94920,1,2.60,Graduado,0,No,Si,Si,Si
1616,62,36,630000,93109,1,2.50,Profesional,0,No,No,No,No
1617,48,23,840000,94402,4,3.10,Graduado,0,Si,Si,Si,No
1618,61,36,440000,91302,4,2.10,No graduado,0,No,No,No,No
1619,29,3,290000,94720,3,1.00,No graduado,0,No,No,Si,Si
1620,45,21,290000,90005,1,0.30,Profesional,0,No,No,Si,No
1621,39,14,220000,94035,2,0.30,Graduado,0,No,No,Si,No
1622,31,6,530000,92093,4,2.20,No graduado,114,No,No,Si,No
1623,39,14,240000,94611,2,0.30,Graduado,0,No,No,Si,No
1624,63,38,1530000,90045,1,1.30,No graduado,455,No,No,No,No
1625,28,2,310000,90024,2,0.30,Graduado,0,No,Si,Si,No
1626,56,30,210000,94542,2,0.70,Graduado,0,No,No,Si,No
1627,31,6,1800000,93108,2,6.70,No graduado,0,No,No,No,No
1628,46,20,820000,91016,3,0.70,Graduado,0,No,No,Si,Si
1629,42,18,900000,95064,4,0.80,No graduado,245,No,Si,No,No
1630,53,29,1540000,93407,4,7.40,Profesional,0,Si,No,No,No
1631,41,17,990000,92096,2,1.80,Graduado,0,No,No,Si,Si
1632,61,36,1530000,91105,1,2.60,Graduado,0,Si,Si,No,Si
1633,31,5,930000,95032,2,3.10,Graduado,0,Si,No,Si,No
1634,62,38,530000,92121,1,0.00,Graduado,0,No,No,No,No
1635,59,34,180000,95814,3,1.30,Graduado,104,No,No,Si,Si
1636,49,24,700000,91330,1,2.90,No graduado,0,No,No,No,No
1637,65,39,1000000,92122,4,1.70,Profesional,0,No,No,No,Si
1638,30,6,1930000,94022,3,6.30,Profesional,0,Si,No,Si,No
1639,32,7,1250000,95133,1,0.00,No graduado,0,No,No,Si,Si
1640,56,31,680000,94571,2,0.00,Profesional,0,No,Si,Si,No
1641,36,10,550000,90009,1,2.00,No graduado,95,No,No,Si,No
1642,58,34,1520000,92182,4,3.60,Profesional,0,Si,No,No,No
1643,27,3,840000,95814,3,1.50,No graduado,0,No,No,Si,Si
1644,41,16,130000,91125,2,0.00,Profesional,0,No,No,Si,No
1645,59,35,330000,91355,4,0.40,No graduado,131,No,No,No,Si
1646,56,32,890000,92096,4,1.00,Graduado,90,No,Si,Si,No
1647,52,26,930000,91745,1,2.40,No graduado,0,No,No,Si,No
1648,35,5,680000,90509,4,1.80,Profesional,0,No,No,No,No
1649,47,21,850000,93106,2,1.70,Graduado,0,No,No,No,Si
1650,29,4,730000,95039,1,0.80,Graduado,0,No,No,Si,No
1651,31,6,830000,92131,4,2.20,Graduado,106,No,No,Si,No
1652,62,36,1580000,94301,2,6.30,Profesional,0,Si,No,Si,No
1653,48,18,1820000,92626,4,6.00,Profesional,0,Si,No,Si,No
1654,26,1,240000,96651,2,0.90,Profesional,123,No,No,No,Si
1655,60,34,1020000,94305,2,2.00,No graduado,0,No,No,Si,Si
1656,35,11,530000,91355,3,2.80,No graduado,0,No,No,No,No
1657,40,15,1750000,92646,2,3.30,No graduado,0,No,No,Si,No
1658,31,5,280000,94538,3,1.00,No graduado,0,No,No,Si,No
1659,50,25,140000,92037,4,0.80,No graduado,0,No,No,Si,No
1660,33,7,1390000,95828,1,4.00,Profesional,106,Si,No,Si,Si
1661,37,11,340000,95747,3,0.90,No graduado,0,No,No,Si,No
1662,38,14,640000,92093,1,1.50,Profesional,0,No,No,No,Si
1663,63,38,840000,94607,4,0.10,Graduado,0,No,No,No,No
1664,57,32,420000,95070,3,0.50,Graduado,0,No,Si,Si,No
1665,61,35,630000,91605,1,1.60,No graduado,0,No,No,Si,No
1666,37,12,1000000,92735,3,1.20,Profesional,341,No,No,Si,Si
1667,51,25,1900000,95138,2,4.20,Graduado,0,Si,No,Si,No
1668,44,20,220000,90024,1,1.00,No graduado,91,No,No,No,No
1669,63,37,200000,90066,1,0.80,Graduado,0,No,Si,No,Si
1670,43,18,210000,95037,2,1.40,Graduado,0,No,No,Si,Si
1671,38,14,250000,95135,4,0.40,Graduado,101,No,No,Si,No
1672,34,9,200000,92648,4,1.10,Profesional,0,No,No,Si,No
1673,48,23,1730000,94546,3,0.20,No graduado,0,Si,No,Si,Si
1674,29,5,810000,94115,2,2.50,No graduado,0,No,No,No,Si
1675,37,11,1390000,95814,2,0.80,Graduado,421,Si,No,Si,No
1676,60,35,1190000,90266,2,3.90,No graduado,0,No,Si,Si,No
1677,46,20,740000,92821,4,2.60,Profesional,104,No,No,Si,No
1678,34,10,420000,92173,1,1.50,Graduado,131,No,No,No,No
1679,56,30,730000,94035,2,1.10,No graduado,0,No,No,No,No
1680,57,31,1140000,94590,4,5.20,No graduado,0,Si,Si,Si,No
1681,62,36,440000,92093,2,1.00,Profesional,0,No,No,No,No
1682,32,8,1410000,90005,2,4.33,No graduado,0,No,No,No,No
1683,51,26,140000,92182,2,0.00,No graduado,103,No,No,Si,No
1684,55,29,330000,92660,2,0.40,Profesional,0,No,No,No,No
1685,60,34,830000,94028,2,2.00,No graduado,249,No,No,No,No
1686,40,16,890000,90011,4,0.80,No graduado,155,No,No,Si,No
1687,62,38,390000,96003,4,2.20,No graduado,0,No,Si,Si,No
1688,63,39,830000,90025,3,2.00,Profesional,0,No,No,Si,Si
1689,60,34,1080000,92152,2,2.00,No graduado,359,No,No,Si,No
1690,59,34,210000,92028,3,1.30,Graduado,0,No,No,Si,Si
1691,26,1,1020000,95521,1,1.90,No graduado,0,No,No,No,No
1692,56,32,480000,94117,1,1.60,Profesional,0,No,No,No,Si
1693,58,32,320000,93014,3,1.40,No graduado,0,No,No,Si,No
1694,57,31,430000,95616,1,0.20,No graduado,0,No,No,No,No
1695,48,23,350000,94025,4,0.40,Graduado,118,No,No,No,No
1696,30,6,1840000,91911,1,6.00,No graduado,0,No,No,Si,No
1697,45,21,1400000,91024,2,7.60,No graduado,132,No,No,No,No
1698,64,38,320000,90065,3,0.70,Graduado,0,No,No,Si,Si
1699,44,20,1490000,92121,1,1.70,No graduado,0,No,No,Si,No
1700,51,25,150000,94720,4,0.60,Profesional,0,No,No,No,Si
1701,43,16,710000,90089,3,2.33,Graduado,0,No,No,No,No
1702,29,3,1080000,94304,4,1.80,Graduado,0,No,No,No,No
1703,56,30,1220000,93555,2,0.50,No graduado,0,No,No,No,Si
1704,65,41,400000,94542,3,0.10,Profesional,0,No,No,Si,No
1705,46,22,1980000,95521,2,6.67,No graduado,0,No,No,No,Si
1706,48,24,790000,90245,4,1.40,Graduado,0,No,Si,No,Si
1707,56,31,840000,92672,1,0.10,Profesional,0,No,No,Si,No
1708,61,37,310000,92374,3,0.40,Graduado,0,No,No,No,Si
1709,46,20,120000,90250,4,0.60,Profesional,0,No,No,No,Si
1710,58,34,880000,93555,2,1.60,No graduado,0,No,No,Si,Si
1711,31,5,290000,95405,2,0.30,Graduado,131,No,No,Si,Si
1712,27,3,2010000,95819,1,6.33,No graduado,158,No,No,Si,No
1713,44,20,200000,92780,1,1.40,Profesional,0,No,No,No,No
