Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2020 lo obtuvo por:,Agregue aquí su sugerencia
19/11/2020 12:57:38,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Tener algun tutoriar seria bueno
19/11/2020 12:52:34,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,Al momento de revisar trámites aneriores (finalizados o no) se confunde el menú. Me costó darme cuenta que había una lista desplegable con la opción de trámites finalizados. Por eso no veía lo que estaba seguro de haber hecho tiempo atrás.
19/11/2020 12:15:58,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
19/11/2020 12:15:39,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
19/11/2020 11:43:33,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,"Para hacer la encuesta dice ""Precione aquí"". Presione se escribe con S"
19/11/2020 11:42:35,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 11:39:07,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,SIN SUGERENCIAS.-
19/11/2020 11:37:16,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
19/11/2020 11:01:52,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,Excelente la gestiones resueltas por parte de la administración
19/11/2020 10:41:08,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,Mejorar el tiempo de respuesta y solucion a los inconvenientes propuestos
19/11/2020 10:41:05,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
19/11/2020 10:26:16,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 10:22:48,SI,NO,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 9:37:05,NO,NO,NO,Poco satisfactoria,Regular,solo necesito sellar una orden de compra,
19/11/2020 9:35:36,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 9:35:06,SI,SI,SI,Poco satisfactoria,Buena,No solicita,
19/11/2020 9:29:50,SI,SI,NO,Satisfactoria,Regular,Recepción por correo electrónico,
19/11/2020 9:14:30,NO,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,La plataforma es poco intuitiva. De hecho tengo dudas si efectue bien mi tramite de cambio de domicilio
19/11/2020 8:47:38,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
19/11/2020 8:41:21,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,respuestas a consultas por mail más rapidas y completas
18/11/2020 23:16:54,SI,NO,SI,Satisfactoria,Buena,Entrega en su domicilio real,En sellados por ejemplo se demoran mucho en contestar sobre el trámite y/o no se aclara la diferencia entre sellos web y el sellado a través de mis trámites electrónicos.
18/11/2020 23:07:11,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/11/2020 22:30:06,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,rapidez en resolucion de tramites on line
18/11/2020 22:13:39,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"NO DEBEN ARCHIVAR LOS EXPTES A LOS 14 DIAS, ESO ES PRUEBA DE QUE NO SABEN NADA DE UN TRAMITE DE MENSURA."
18/11/2020 22:08:42,SI,SI,SI,Poco satisfactoria,Buena,Entrega en su domicilio real,"El punto 4 seria: "" EN ESPERA"""
18/11/2020 22:02:11,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
18/11/2020 21:56:50,SI,NO,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,"no debe cargarse los tributos al cuit solicitante, ya que si no es así no es posible al solicitante obtener el boleto de pago y constancia de sellado de contratos sin recurrir a las partes y no siempre poseen cuenta u olvidaron clave TODO UN TRASTORNO debe permitirse al solicitante obtener los comprobantes sin que estén facturados a su CUIT ni recurrir a la cuenta en ATM de las partes   "
18/11/2020 21:06:05,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,excelente todo
18/11/2020 20:27:50,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
18/11/2020 20:12:03,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,Sería bueno contar con un instructivo para llenar el formulario AE-01
18/11/2020 20:11:45,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
18/11/2020 20:07:51,SI,SI,SI,Nada satisfactoria,Buena,Recepción por correo electrónico,pésima la demora en resolver trámites on line
18/11/2020 18:10:55,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,independiente de cuando sea resuelto sellado deberían tomar fecha de ingreso a la pagina ya que demoran a veces mas de 5 días
18/11/2020 17:30:44,SI,NO,NO,Satisfactoria,Buena,Recepción por correo electrónico,"Tratar que el sistema sea más parecido al de Afip para unificar, formas"
18/11/2020 15:44:59,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
18/11/2020 15:40:33,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"COMO ESCRIBANIA SERIA IMPORTANTE QUE LOS TRAMITADORES TENGAN UN PROTOCOLO UNICO Y TODOS REALZIAEN EL TRABAJO DE LA MISMA MANERA. NOS PASA QUE ALGUNOS MANDAN TODO AL MAIL, OTROS LO DEJAN EN EL SECTOR DE MIS TRAMITES Y ESO HACE ENGORROSO EL TRABAJO"
18/11/2020 15:32:44,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/11/2020 15:31:05,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Como contador, me parece mas eficiente la atención por la web que de manera presencial. Nos ayuda gestionar mejor el tiempo y trabajar a otro ritmo. Saludos!"
18/11/2020 13:21:56,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,"
se me han presentado algunas dudas que estoy resolviendo. Muy bueno "
18/11/2020 13:09:04,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
18/11/2020 12:24:23,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,
18/11/2020 11:44:23,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/11/2020 11:31:49,SI,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,la palabra presione... se escribe justamente con s. Rectifiquen.
18/11/2020 11:13:06,SI,SI,SI,Satisfactoria,Buena,Bolsa de comercio,Revisar la demora en los libres de deuda y como otra sugerencia poder obtener la deuda de patente de otros vehículos que no son de nuestra titularidad y no sólo el año en curso.
18/11/2020 11:01:01,NO,SI,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,"GENERÉ UN IMPUESTO DE SELLOS DE ACUERDO A UN PASO A PASO QUE ME ENVIARON... EL MONTO QUE TUVE QUE PAGAR FUE SUPERIOR AL QUE SALIA EN LA ORDEN DE COMPRA, EL CUAL PAGUÉ PORQUE SE VENCÍA Y ADEMÁS NO PUEDO PRESENTAR LA FACTURA HASTA TENER RESUELTO ESTO... LLAMÉ AL 148 Y CUANDO EXPLIQUÉ ME DIJERON QUE HABLE CON EL DEPARTAMENTO DE SELLOS... LE EXPLIQUÉ QUE NO SABIA COMO Y ME CORTARON.. NO ATIENDEN PERSONALMENTE ESTOS CASOS Y TAMPOCO ES ACCESIBLE GESTIONAR VÍA WEB... ME LAS INGENIÉ PARA INICIAR  UN TRÁMITE REMOTO... ESPERO PUEDAN AYUDARME A RESOLVERLO PERO LA VERDAD ES MUY LARGO Y AGOTADOR TODO Y MIENTRAS TANTO YO TERMINO PAGANDO DEMÁS PARA PODER COBRAR"
18/11/2020 10:39:51,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/11/2020 10:12:09,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/11/2020 10:11:54,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
18/11/2020 9:58:08,SI,NO,SI,Satisfactoria,Buena,Recepción por correo electrónico,
18/11/2020 9:39:03,NO,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
17/11/2020 23:17:44,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/11/2020 22:12:25,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
17/11/2020 19:42:38,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,Mal los tiempos de resolución
17/11/2020 19:25:04,NO,SI,SI,Satisfactoria,Buena,LO BAJE DE LA PAGINA,
17/11/2020 18:21:23,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
17/11/2020 17:50:53,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"A veces, se demoran bastante en contestar la consultas o reclamos."
17/11/2020 17:24:26,SI,SI,SI,Muy satisfactoria,Muy Buena,CORREO POSTAL,
17/11/2020 16:58:11,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,Hay demoras en las contestaciones de los tramites iniciados en la oficina virtual
17/11/2020 16:12:33,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/11/2020 15:51:53,NO,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"Mejoren la atención, los datos brindados por internet no son precisos, por teléfono no atienden y por la app no resuelven nada"
17/11/2020 15:10:46,NO,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"- Simplificar la manera de generar los sellos, no es clara.
- Colocar la opción del boleto inmobiliario en papel para poder cambiarlo desde la web.
- Mejorar el sistema de atencion de #148 opcion 1 (he estado más de 40 minutos en espera).-"
17/11/2020 14:13:23,SI,SI,SI,Muy satisfactoria,,Descarga de la página web de ATM,
17/11/2020 14:09:42,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/11/2020 13:50:18,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
17/11/2020 13:34:58,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"SIGAN CON LOS EXPTE DIGITALE ES MUY UTIL, SOLO DEBERIAN MEJORAR DE ESTE SS EL TIEMPO DE CONTESTACION PERO ES MUY PRACTICO"
17/11/2020 13:26:40,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/11/2020 13:21:55,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/11/2020 13:21:00,SI,SI,SI,Satisfactoria,Regular,Entrega en su domicilio real,Tenia que dar de alta una nueva actividad y me fue muy complicado encontrar el sitio para hacer el tramite on line. Quizas estaria bueno que figure un link dentro de la pagina inicial en la Solapa de Ingresos Brutos que lo dirija al contribuyente a esta nueva seccion que han creado para hacer los tramites on line. Espero haberlos ayudaddo. Gracias
17/11/2020 12:43:12,SI,NO,NO,Nada satisfactoria,Regular,y,"Hacer tutoriales, proceso más sencillo."
17/11/2020 12:31:06,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/11/2020 12:25:41,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/11/2020 12:18:13,SI,SI,SI,Poco satisfactoria,Mala,Recepción por correo electrónico,Mejoran la interface y la comunicación es muy mala y poco predictiva. Burocratica
17/11/2020 12:11:57,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"La verdad fue una buena implementación este servicio, lastima que algunos sectores demoren mas de lo esperado en las respuestas o realmente algunos demuestran no tener idea del tramite que uno esta solicitando. Por suerte fueron mas las respuestas satisfactorias que las que no. Creo igual siempre se puede mejorar."
17/11/2020 12:06:31,SI,SI,SI,Muy satisfactoria,Muy Buena,-,Excelente servicio y agilidad en los tramites. Solo sugiero un canal telefónico / correos para hacer consultas
17/11/2020 11:40:49,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"A través de 148, mail y mis tramites dan información diferente que a la hora de resolver una duda te confunden mas. llevo mas de un mes intentando resolver un inconveniente con un contrato y tuve que buscar la solución de mil maneras. "
17/11/2020 11:25:01,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/11/2020 11:21:17,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,Me costó mucho iniciar trámite de sellado de contrato de alquiler 
17/11/2020 10:55:15,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,todo bien
17/11/2020 10:45:02,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
17/11/2020 10:34:21,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
17/11/2020 10:25:41,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,"DEBERIAN DEMORAR MENOS CON LA DEVOLUCION DE ORDENES DE COMPRA PARA EL PAGO DEL SELLADO, YA QUE ESO NOS ATRASA EN LA FACTURACION, Y DESENCADENA OTROS DESTIEMPOS. "
17/11/2020 10:06:08,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
17/11/2020 9:46:48,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/11/2020 9:35:58,SI,SI,SI,Nada satisfactoria,Buena,Recepción por correo electrónico,
17/11/2020 0:32:47,SI,SI,SI,Nada satisfactoria,Buena,Entrega en su domicilio real,
17/11/2020 0:21:55,NO,SI,SI,Satisfactoria,Muy Buena,En algunos casos tuve que solicitarlo en la Bolsa de Comercio.,"Es la primera vez que utilizo este tipo de trámites y me parece muy bueno e interesante. Tengo una sugerencia que hacer: no he visto la posibilidad de modificar el destino del trámite, por ejemplo si uno COLOCA INMUEBLES, cuando corresponde AUTOMOTORES; a mi criterio tendría que haber alguna pestaña, que digiera modificaciones al trámite por el contribuyente. No se si eso va en comentarios o donde corresponde colocarse.
Muchas gracias por permitir dar sugerencias."
17/11/2020 0:05:21,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 22:11:24,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 21:35:51,NO,SI,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,es lenta muy lentas las respuestas a los tramites 
16/11/2020 21:34:16,SI,SI,SI,Muy satisfactoria,Buena,Entrega en su domicilio real,
16/11/2020 20:50:11,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Agradecer por la utilidad del servicio en tiempos de Pandemia
16/11/2020 20:47:13,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 19:35:38,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 19:15:01,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 18:50:23,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 18:17:05,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 17:51:57,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 16:27:53,NO,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,
16/11/2020 16:23:32,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 15:40:23,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 14:20:19,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 13:57:57,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 13:55:52,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 13:45:11,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 13:32:13,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 13:25:29,NO,NO,SI,Poco satisfactoria,Buena,Entrega en su domicilio real,
16/11/2020 13:20:28,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,ES MUY BUENO PARA AGILIZAR LOS TRAMITES ESPERO RESOLVER MI INCONVENIENTE
16/11/2020 13:10:25,SI,SI,NO,Satisfactoria,Muy Buena,Recepción por correo electrónico,"AGREGUEN CANALES DE COMUNICACION CON GENTE REAL, NO TODAS LAS DUDAS TE LAS PUEDE SACAR UNA PAGINA WEB, LOS CONTRIBUYENTES NECESITAN ALGUIEN QUE LES AYUDE A ENCONTRAR LO QUE ESTAN BUSCANDO O RESOLVER LO QUE ESTAN TENIENDO INCONVENIENTES. YA SEA VIA TELEFONO O CHAT, PERO POR FAVOR AGREGUEN ESO."
16/11/2020 12:26:30,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 12:19:16,NO,NO,SI,Poco satisfactoria,Buena,Entrega en su domicilio real,
16/11/2020 12:00:33,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 11:53:12,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
16/11/2020 11:44:52,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 11:40:03,NO,SI,NO,Poco satisfactoria,Buena,Recepción por correo electrónico,No entendí qué documentación tenía que adjuntar.
16/11/2020 11:31:45,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 11:29:54,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"NO ATIENDEN LOS TELEFÓNOS NI RESPONDEN MAIL, SE NECESITA UNA CO MUNICACIÓN CON PERSONAS YA QUE UNA RESPUESTA AUTOMATICA POR SISTEMA NO SIRVE, DEBERIAN ATENDER AL MENOS POR MAIL. SUS ATENCIONES SON PESIMAS"
16/11/2020 11:16:13,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 11:09:38,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 11:09:18,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 10:53:47,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
16/11/2020 10:50:05,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"agragaria en las ordenes de pago de sellos a quien corresponde, xq solo ponen un importe  y cuando se mandan mucho, te lleva mucho tiempo tiempo cifrar a quien corresponde"
16/11/2020 10:33:44,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 10:18:11,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,esta todo bien
16/11/2020 9:56:01,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 9:43:21,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 9:41:13,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
16/11/2020 9:34:35,SI,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Atención al Público o en su defecto un correo donde las respuestas a las dudas sobre casos mas complejos sean rápidamente evacuados
16/11/2020 9:22:50,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 9:14:40,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/11/2020 9:08:47,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,en la aplicacion sellos web deberian agregar mas opciones como sellados de cuotas sociales que no esta incorporado y no puede hacerlo por ese medio.
16/11/2020 9:07:04,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,SERIA EXCELENTE QUE LOS TRÁMITES SE SIGAN HACIENDO DE MANERA VIRTUAL EN LA PAGINA DE ATM SIN NECESIDAD DE ASISTIR PERSONALMENTE
16/11/2020 9:03:03,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,-
16/11/2020 8:41:46,SI,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,ALGUNAS TAREAS SON CONFUSAS CON EL DISEÑO DE LAS VENTANAS Y GRAFICOS QUE LE HAN COLOCADO. GRACIAS
16/11/2020 8:21:59,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,"Sería muy bueno que no tardaran una semana en realizar sellados de ordenes de compra, cuando uno iba en forma presencial lo tenía en el día. Por favor agilicen eso. Gracias."
16/11/2020 8:20:55,SI,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,Deberian brindar más información o deberian brindar más información en las sedes de atm
16/11/2020 8:18:54,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/11/2020 7:48:41,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Deben poner un teléfono de consulta, ya que en los teléfonos indicados en la pagina de ATM del departamento de grandes contribuyentes no atiende nadie, tampoco en el 148 opción 1."
15/11/2020 23:49:02,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
15/11/2020 21:01:44,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
15/11/2020 18:09:13,SI,SI,NO,Poco satisfactoria,Buena,HOMEBANKING,"TENGO TRÁMITES DE DEVOLUCIÓN DE SIRCREB PRESENTADOS DESDE EL AÑO PASADO Y NO TENGO RESPUESTA POR LA WEB. iNICIÉ UNO ENTERAMENTE ONLINE PARA MI HERMANO Y TAMPOCO HAY INFORMACIÓN, SÓLO DICE EN PROCESO. SERÍA BUENO QUE ESOS TRÁMITES SALGAN MÁS RÁPIDO."
15/11/2020 12:09:12,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
15/11/2020 1:31:34,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
14/11/2020 20:34:45,NO,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,Por el momento no sugerencia que realizar. Gracias por brindar esta oportunidad.
14/11/2020 12:10:59,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
14/11/2020 11:31:47,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
14/11/2020 11:02:51,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
14/11/2020 9:20:00,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"LOS EXPTES EE DE CATASTRO EN MIS TRAMITES, NO PUEDEN IR AL ARCHIVO A LOS 15 DIAS. ESO ES NO CONOCER EL PROCESO DE UN PLANO DE FRACC UNIFICACION O PH. "
14/11/2020 8:00:05,SI,SI,SI,Satisfactoria,,Recepción por correo electrónico,
14/11/2020 0:06:34,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/11/2020 22:57:12,SI,SI,SI,Satisfactoria,Muy Buena,boleto bolsa de comercio,
13/11/2020 19:10:25,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,"La pagina se bloquea muy rápido. Hay muchas interrupciones del servicio por mantenimiento, igual que con mis tramites. "
13/11/2020 17:35:01,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"ESTIMADOS PARA MI ES MEJOR REALIZAR LOS SELLO POR ESTE MEDIO , YA QUE ME ES IMPOSIBLE POR MIS APLICATIVOS. ESPERO QUE ESTE MEDIO MIS TRAMITES NO DEJE DE FUNCIONAR, GRACIAS."
13/11/2020 17:27:38,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
13/11/2020 16:50:29,SI,SI,NO,Satisfactoria,Buena,llamado al 148,para poder obtener los comprobantes para pagar debria estar el total y que no quede restos porque despues generan deudas y no se puede terminar los tramites
13/11/2020 16:50:14,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Mejorar la búsqueda de normativa para profesionales
13/11/2020 16:38:33,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/11/2020 11:55:02,NO,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
13/11/2020 11:48:56,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
13/11/2020 11:48:11,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/11/2020 11:30:22,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/11/2020 11:20:04,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"Soy agrimensor y uso la pagina de Atm para cargar los expedientes en NSIT y Mis Tramites.. la pagina y el diseño es muy bueno, pero lamentablemente el tramite es muy lento, estamos días esperando para que nos visen un expediente, la digitalización también es lenta. Subí uno por Mis Tramites y estuve 70 días para recibir la devolución y aun esta sin digitalizar el plano. Si los tramites fueran mas agiles y rápidos estaría mejor. Gracias"
13/11/2020 11:19:42,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,"EL SISTEMA ES MUY BUENO, LE FALTARIA UN POCO MAS DE ACELERACIÓN DE LOS TRÁMITES"
13/11/2020 11:15:52,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
13/11/2020 11:05:54,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,"Tal vez le falte un lugar mas claro y visible para hacer reclamos, creo que no cumple con la ley de informacion publica que exige donde hacer reclamos o quejas."
13/11/2020 10:40:46,SI,NO,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,"Es una página poco intuitiva, continúa la misma traba burocrática que la forma presencial, con el agravante que archivan trámites online y no lo notifican por ningún medio. Para liquidar tasa de justicia, hacen observaciones cada 15 días, todas por separado (en vez de observar todo de una sola vez) y luego archivan por vencimiento de plazo, cuando los plazos por parte del administrado fueron cumplidos (las observaciones fueron salvadas el mismo día que fueron efectuadas). Por lo tanto, el vencimiento operó por la negligencia y poca eficacia del empleado público.-"
13/11/2020 10:29:24,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/11/2020 9:50:59,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
13/11/2020 9:37:46,NO,NO,NO,Nada satisfactoria,Regular,sellado web,
13/11/2020 9:33:45,SI,SI,NO,Satisfactoria,Buena,Recepción por correo electrónico,"La página debería ser un poco más simple. Y agregar un carrito de compras para comprar y pagar códigos y demás en el lugar. Dentro del usuario con clave fiscal, no es posible pagar IIBB con mercado de pago."
13/11/2020 9:32:13,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
13/11/2020 8:56:04,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"en mi caso tengo asociado mi mail a varios contribuyentes y podria llegar el nombre del mismo cuando envían el mail, ya que es muy dificil ubicarlos por el número de expediente siendo tantos. ( un comentario ""presione"" es con s y se encuentra al principio con c ) Gracias"
13/11/2020 8:44:33,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
13/11/2020 8:25:01,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/11/2020 8:16:02,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
13/11/2020 0:09:29,SI,SI,SI,Satisfactoria,Buena,No lo se,
12/11/2020 23:44:58,SI,SI,NO,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
12/11/2020 22:36:10,SI,SI,SI,Muy satisfactoria,Buena,Emisión en Bolsa de Comercio ,"Muy conforme con el servicio, agragaría poder emitir deuda de Impuesto Automotor anterior al año 2.020 "
12/11/2020 21:52:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
