,ID,Genero,Auto,Propiedad,Hijos,Ingreso_anual,Tipo_trabajo,Nivel_educativo,Estado_civil,Vivienda,Telefono_laboral,Telefono_fijo,Email,Ocupacion,Tamaño_familia,Desempleado,Años_empleado,Edad
20727,5061569,F,0,0,0,189000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,2,0,0.38,50.52
20731,5061578,F,0,1,0,495000.0,Commercial associate,Higher education,Married,House / apartment,0,1,1,Managers,2,0,10.62,53.89
20736,5061586,F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,unknown,1,1,0.0,62.61
20741,5061593,F,1,1,2,175500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,4,0,1.46,51.13
20745,5061598,F,0,1,0,62653.5,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Sales staff,1,0,0.88,53.82
20749,5061603,F,0,1,0,121500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,67.16
20751,5061607,M,1,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,3,0,2.37,31.15
20760,5061618,M,1,1,0,427500.0,State servant,Incomplete higher,Single / not married,Rented apartment,0,1,0,High skill tech staff,1,0,8.62,32.7
20765,5061623,F,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Medicine staff,1,0,0.88,25.14
20768,5061626,F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,61.02
20776,5061636,F,0,1,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,1,0,unknown,2,1,0.0,59.31
20785,5061646,M,0,1,1,157500.0,State servant,Incomplete higher,Married,House / apartment,0,0,0,Core staff,3,0,4.79,24.5
20792,5061653,M,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2,0,4.54,46.16
20794,5061655,F,0,0,0,252000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,62.33
20806,5061667,F,1,1,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,57.98
20813,5061676,M,0,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,11.62,32.37
20824,5061688,F,0,1,1,67500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Waiters/barmen staff,3,0,4.29,24.97
20828,5061693,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,53.84
20829,5061694,M,0,1,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,0,0,0,Security staff,1,0,5.46,36.86
20833,5061698,F,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,High skill tech staff,2,0,5.46,48.84
20843,5061712,F,0,1,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,0,0,0,unknown,1,1,0.0,66.52
20857,5061727,F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,unknown,1,1,0.0,65.51
20876,5061753,F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,63.07
20877,5061755,F,1,0,1,135000.0,Working,Higher education,Married,Rented apartment,0,0,1,Accountants,3,0,1.54,30.83
20882,5061766,M,0,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2,0,7.62,60.47
20887,5061773,F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,unknown,1,1,0.0,57.63
20894,5061784,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Laborers,3,0,2.62,38.84
20899,5061789,F,0,0,0,113400.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,55.36
20903,5061793,M,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,1,Security staff,1,0,5.79,29.0
20906,5061796,F,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,Cleaning staff,1,0,2.87,57.29
20919,5061811,F,0,1,0,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,0,0,0,Laborers,1,0,4.38,22.85
20934,5061828,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,61.92
20939,5061835,M,1,1,0,180000.0,State servant,Lower secondary,Married,House / apartment,1,1,0,Laborers,2,0,10.87,44.77
20940,5061837,F,1,1,0,225000.0,Working,Higher education,Separated,Rented apartment,1,0,0,unknown,1,0,0.38,30.2
20945,5061842,M,1,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2,0,1.29,58.69
20946,5061843,F,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,0,4.79,53.81
20953,5061850,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,3,0,2.54,34.47
20954,5061851,F,0,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,unknown,3,0,0.38,36.15
20955,5061854,F,0,1,0,189000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,55.16
20957,5061856,F,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Sales staff,1,0,3.21,24.52
20961,5061860,M,0,0,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,4.46,30.84
20962,5061861,M,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,2.79,28.57
20964,5061865,M,1,1,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,50.49
20968,5061870,M,0,1,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,Drivers,1,0,1.54,30.84
20971,5061873,F,1,1,1,171000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,1,unknown,3,0,5.46,30.38
20977,5061879,F,0,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Sales staff,2,0,13.29,51.86
20991,5061896,M,0,1,1,292500.0,State servant,Higher education,Married,House / apartment,0,0,1,Core staff,3,0,9.62,46.09
20997,5061906,F,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,1.54,46.38
21004,5061913,F,0,1,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,unknown,1,1,0.0,62.69
21006,5061916,M,1,1,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,65.71
21014,5061925,M,1,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,56.25
21023,5061939,F,0,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,7.54,42.73
21027,5061943,F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,unknown,1,1,0.0,63.47
21031,5061948,F,0,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2,0,3.54,37.13
21033,5061950,M,1,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Laborers,1,0,4.29,33.13
21038,5061955,F,0,0,0,90000.0,State servant,Higher education,Married,Rented apartment,0,0,0,Core staff,2,0,4.21,43.42
21044,5061961,F,0,0,0,162000.0,Commercial associate,Higher education,Married,Rented apartment,0,0,1,Accountants,2,0,1.46,24.93
21047,5061965,F,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,0,4.96,62.69
21053,5061973,F,0,1,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,0,4.46,36.41
21071,5061991,M,0,0,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,1,1,1,unknown,1,0,3.29,24.77
21079,5061999,M,0,1,0,216000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1,0,6.04,39.15
21082,5062005,F,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,unknown,2,1,0.0,59.31
21086,5062011,F,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,0,6.54,31.05
21091,5062023,F,0,1,0,139500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,0,15.62,56.16
21096,5062029,F,0,1,0,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2,0,16.96,45.91
21098,5062031,F,1,1,0,225000.0,Working,Higher education,Single / not married,House / apartment,0,1,1,unknown,1,0,1.62,26.52
21103,5062037,F,0,1,0,67500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,55.09
21109,5062043,F,0,1,0,225000.0,Working,Secondary / secondary special,Separated,With parents,0,1,0,Sales staff,1,0,4.96,40.53
21111,5062045,F,0,1,1,315000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0,1,0,Cleaning staff,2,0,5.04,51.46
21120,5062062,F,0,1,1,157500.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Sales staff,2,0,4.96,49.24
21121,5062063,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,3,0,3.04,35.17
21125,5062067,F,0,1,0,92250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,63.26
21127,5062069,M,1,1,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,67.29
21128,5062071,M,0,0,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,unknown,2,0,15.62,34.81
21131,5062074,F,0,1,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,0,5.62,48.62
21132,5062075,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,58.57
21133,5062077,M,1,0,0,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Sales staff,2,0,0.71,36.95
21135,5062079,F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2,0,10.46,28.84
21141,5062085,M,0,1,0,234000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Sales staff,2,0,3.04,38.51
21142,5062086,M,0,1,0,607500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Managers,2,0,3.88,53.21
21148,5062092,M,1,0,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,High skill tech staff,1,0,4.96,27.85
21152,5062096,M,1,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,8.96,52.05
21153,5062098,M,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,0,9.88,52.04
21161,5062110,M,1,1,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,4,0,3.21,32.13
21164,5062113,M,1,1,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,High skill tech staff,2,0,4.71,46.73
21169,5062119,F,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,0,0,0,unknown,1,0,0.71,53.45
21175,5062125,F,0,1,1,67500.0,Working,Secondary / secondary special,Married,Rented apartment,0,0,1,Laborers,3,0,5.88,39.9
21178,5062128,F,0,1,0,157500.0,Working,Incomplete higher,Married,House / apartment,0,1,1,Core staff,2,0,10.62,28.98
21181,5062131,M,1,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,60.59
21183,5062137,M,0,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2,0,0.38,35.45
21184,5062138,F,0,1,0,112500.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,2,0,10.79,34.48
21186,5062140,M,1,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,unknown,3,0,2.13,31.16
21191,5062145,M,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,unknown,3,0,7.88,34.53
21193,5062149,F,1,1,0,202500.0,Working,Higher education,Married,House / apartment,0,0,1,Sales staff,2,0,2.62,38.98
21196,5062153,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,2.62,36.66
21199,5062156,F,0,1,0,166500.0,Commercial associate,Higher education,Widow,House / apartment,0,0,0,Cleaning staff,1,0,6.37,55.91
21205,5062163,F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,66.6
21213,5062173,F,0,1,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4,0,2.46,42.06
21219,5062181,F,1,1,2,144000.0,Working,Higher education,Married,House / apartment,0,0,1,Accountants,4,0,1.46,39.13
21229,5062195,F,0,1,0,112500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,unknown,2,0,3.29,47.84
21240,5062212,F,0,1,2,153000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Accountants,4,0,3.62,36.37
21247,5062220,F,0,1,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,4,0,0.29,43.06
21248,5062221,M,0,1,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,unknown,1,0,4.62,33.73
21252,5062225,F,0,0,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,0,1,0,Cooking staff,3,0,1.96,30.68
21255,5062232,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,0,11.13,53.23
21273,5062254,F,0,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Private service staff,3,0,4.46,41.42
21274,5062255,M,0,1,0,135000.0,Commercial associate,Higher education,Separated,House / apartment,0,0,0,unknown,1,0,7.96,57.51
21277,5062259,F,1,1,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,57.57
21279,5062265,F,0,0,0,90000.0,Working,Higher education,Married,House / apartment,0,1,0,unknown,2,0,15.13,54.29
21283,5062270,F,0,1,0,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,0,0,0,Medicine staff,1,0,7.71,32.74
21287,5062274,M,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Security staff,1,0,11.29,44.08
21288,5062278,F,1,1,0,189000.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,unknown,1,1,0.0,65.89
21289,5062279,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Accountants,2,0,5.2,52.53
21292,5062282,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,Core staff,2,0,2.96,22.87
21298,5062288,F,0,1,1,45000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,3,0,0.54,30.44
21299,5062290,F,1,1,0,225000.0,Working,Higher education,Married,House / apartment,0,0,1,Managers,2,0,6.71,48.72
21304,5062295,F,0,1,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,0,0,0,unknown,1,1,0.0,55.82
21307,5062298,F,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,8.96,48.83
21314,5062305,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,0,12.54,54.2
21326,5062317,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1,0,25.96,45.66
21333,5062326,F,0,1,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,57.83
21335,5062328,M,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,unknown,1,0,7.96,43.57
21340,5062333,F,0,0,0,94500.0,Working,Higher education,Married,House / apartment,0,0,0,unknown,2,0,2.62,24.84
21343,5062336,M,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,unknown,3,0,11.04,41.3
21347,5062341,M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,unknown,1,0,0.54,23.92
21350,5062345,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2,0,15.21,57.76
21353,5062348,F,0,1,0,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,0,0,0,Medicine staff,1,0,11.96,48.41
21356,5062351,F,1,1,1,351000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Managers,3,0,6.71,36.37
21357,5062353,M,0,0,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,0,1,0,Laborers,3,0,3.62,32.22
21358,5062356,F,0,1,0,270000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,56.99
21362,5062363,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,0,2.46,28.92
21371,5062374,F,0,1,0,121500.0,State servant,Higher education,Widow,House / apartment,1,1,0,Accountants,1,0,4.38,53.19
21373,5062380,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,unknown,4,0,0.96,37.75
21382,5062394,M,0,1,0,283500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,0,3.21,23.26
21383,5062396,F,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Laborers,1,0,12.46,39.83
21388,5062401,M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,1,High skill tech staff,1,0,8.13,29.1
21394,5062407,F,0,1,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,unknown,1,1,0.0,65.97
21404,5062418,F,1,1,1,180000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,2,0,8.38,38.95
21408,5062424,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,56.5
21411,5062427,M,0,1,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,62.09
21412,5062428,M,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,2,0,2.04,31.58
